image_id,assigned_rule_id,primary_class,deterministic_answer,sampled_answers,answer_agreement_rate,majority_sampled_answer,deterministic_matches_majority,top_region_overlap_score,object_region_overlap_score,temperature,n_reruns,object_presence_rate,object_centroid_distance
0000280,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9824306386651346,0.9824306386651346,0.7,10,1.0,0.0016454887094886773
0000280,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.7749933533970482,0.7746540650100092,1.0,10,1.0,0.03532577394691802
0000288,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9914847957379211,0.9926176810244802,0.3,10,1.0,0.0006843639048842529
0000288,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9870826089923355,0.9879997278353403,0.5,10,1.0,0.0009801322179616733
0000288,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9317313307977816,0.8346709485595718,0.7,10,1.0,0.017265182409029467
0000288,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.749402956204276,0.5878843761539848,1.0,10,1.0,0.04354910884257741
0000325,rule_4,compliant,safe,"[""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe""]",1.0,safe,True,0.9871366361979775,0.9871366361979775,0.3,10,1.0,0.0007435341340895888
0000325,rule_4,compliant,safe,"[""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe""]",1.0,safe,True,0.9871363235199836,0.9871363235199836,0.5,10,1.0,0.0007009220020406644
0000325,rule_4,compliant,safe,"[""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe""]",1.0,safe,True,0.9796511792513047,0.9796511792513047,0.7,10,1.0,0.001133120864035622
0000325,rule_4,compliant,safe,"[""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""hazard""]",0.8,safe,True,0.9690083111309573,0.9682488009089705,1.0,10,1.0,0.0016399906959255705
0000327,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9930844936089318,0.9930844936089318,0.3,10,1.0,0.0008897676417759174
0000327,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9916397473486652,0.9916397473486652,0.5,10,1.0,0.0010469460738673317
0000327,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9899765978437295,0.9899765978437295,0.7,10,1.0,0.0010853315535938666
0000327,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9888612083894496,0.9888612083894496,1.0,10,1.0,0.0013102680651965305
0000331,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9950087456459616,0.9950087456459616,0.3,10,1.0,0.0006482993728574701
0000331,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9926493024192028,0.9926493024192028,0.5,10,1.0,0.0007903062228111586
0000331,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9900279956134616,0.9900279956134616,0.7,10,1.0,0.0012460765134498614
0000331,rule_4,struck_by_risk,hazard,"[""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",1.0,hazard,True,0.9918029050819407,0.9918029050819407,1.0,10,1.0,0.0008849436393662291
0000332,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9815322350402573,0.6079370987841479,0.3,10,1.0,0.03131131298714151
0000332,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9674283202979818,0.47433865026779226,0.5,10,1.0,0.03257200528012617
0000332,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.926181018778431,0.3388854453115657,0.7,10,1.0,0.04932302944999023
0000332,rule_2,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8841582946778217,0.2603122849026155,1.0,10,1.0,0.045690609910778106
0000341,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation""]",0.6444444444444445,compliant,True,0.3366615571895371,0.3545049446304248,0.3,10,1.0,0.20663244749286705
0000341,rule_3,compliant,compliant,"[""violation"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",0.4666666666666667,compliant,True,0.37110094794078174,0.37110094794078174,0.5,10,1.0,0.23127742138927823
0000341,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""violation""]",0.4666666666666667,compliant,True,0.19634514826736454,,0.7,10,0.9,0.20130986099094725
0000341,rule_3,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.31594414003885346,0.3163111204367007,1.0,10,1.0,0.08019024081735687
0000361,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,,,0.3,10,0.0,
0000361,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,,,0.5,10,0.0,
0000361,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,,,0.7,10,0.0,
0000361,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,,,1.0,10,0.0,
0000370,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9238537540603617,0.9238537540603617,0.3,10,1.0,0.00852855831894847
0000370,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant""]",0.8,compliant,True,0.5419803951468205,0.5419803951468205,0.5,10,1.0,0.18199446024078497
0000370,rule_3,fall_hazard,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant""]",0.8,compliant,True,0.4305029532489837,0.5344083995155159,0.7,10,1.0,0.18303750310179637
0000370,rule_3,fall_hazard,compliant,"[""violation"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant""]",0.4666666666666667,compliant,True,0.4332743959621538,0.4332743959621538,1.0,10,1.0,0.2301863265805465
0000376,rule_3,fall_hazard,violation,"[""compliant"", ""violation"", ""violation"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation"", ""compliant"", ""violation""]",0.5333333333333333,violation,True,0.8872675047608104,0.8872675047608104,0.3,10,1.0,0.015097372929298433
0000376,rule_3,fall_hazard,violation,"[""compliant"", ""violation"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation""]",0.5333333333333333,compliant,False,0.7301300210553541,0.8663568201114908,0.5,10,1.0,0.01723834909672749
0000376,rule_3,fall_hazard,violation,"[""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",0.6444444444444445,compliant,False,0.7487619934102794,0.7487619934102794,0.7,10,1.0,0.02363233712171628
0000376,rule_3,fall_hazard,violation,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""compliant""]",0.6444444444444445,compliant,False,0.5146971969114502,0.5146971969114502,1.0,10,1.0,0.04026700443270359
0000413,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.8966335000389942,0.8966335000389942,0.3,10,1.0,0.015976422207492916
0000413,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""violation""]",0.5333333333333333,compliant,True,0.5089138937307418,0.4771097801491699,0.5,10,1.0,0.15280397628619638
0000413,rule_2,compliant,compliant,"[""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",0.8,compliant,True,0.7321502340814197,0.7190289268942004,0.7,10,1.0,0.07350710267595627
0000413,rule_2,compliant,compliant,"[""compliant"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",0.4666666666666667,compliant,True,0.2868564732906639,0.2636824482636456,1.0,10,1.0,0.2355071771950597
0000421,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,0.985041922512244,0.985041922512244,0.3,10,1.0,0.0014240546660668001
0000421,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation""]",1.0,violation,True,0.787736414041238,,0.5,10,0.9,0.0016553531261822164
0000421,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""violation"", ""violation""]",0.8,violation,True,0.6061501187975633,,0.7,10,0.9,0.0024874045207573976
0000421,rule_3,fall_hazard,violation,"[""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""violation"", ""compliant"", ""violation"", ""violation"", ""violation""]",0.8,violation,True,0.6027267628483378,,1.0,10,0.9,0.08577232789280693
0000433,rule_4,compliant,hazard,"[""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe"", ""hazard"", ""hazard"", ""safe"", ""hazard""]",0.5333333333333333,safe,False,0.9928567618264122,0.4334735232753367,0.3,10,1.0,0.21562024420485126
0000433,rule_4,compliant,hazard,"[""safe"", ""safe"", ""hazard"", ""safe"", ""safe"", ""hazard"", ""safe"", ""hazard"", ""safe"", ""hazard""]",0.4666666666666667,safe,False,0.9897041944115155,0.37948727534277144,0.5,10,1.0,0.24652672063639242
0000433,rule_4,compliant,hazard,"[""hazard"", ""safe"", ""hazard"", ""hazard"", ""hazard"", ""safe"", ""safe"", ""safe"", ""safe"", ""safe""]",0.4666666666666667,safe,False,0.98645085870645,0.3052997717616996,0.7,10,1.0,0.24473013071610525
0000433,rule_4,compliant,hazard,"[""hazard"", ""hazard"", ""safe"", ""hazard"", ""safe"", ""hazard"", ""hazard"", ""hazard"", ""hazard"", ""hazard""]",0.6444444444444445,hazard,True,0.9814611031818801,0.47019274013556667,1.0,10,1.0,0.19055810328290038
0000437,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9203756151183212,0.72512622654056,0.3,10,1.0,0.0009140807661205441
0000437,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9072577809780837,0.719549407470808,0.5,10,1.0,0.0008870697826640026
0000437,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9160035046658346,0.6433691377479424,0.7,10,1.0,0.001416824333273553
0000437,rule_1,ppe_violation,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9168095792480617,0.6383481226547408,1.0,10,1.0,0.0017091622912180022
0000444,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9927353446824508,0.9926182077773373,0.3,10,1.0,0.0011889073537203548
0000444,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.9936622954810498,0.992850539883371,0.5,10,1.0,0.001235757300494077
0000444,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""violation"", ""compliant"", ""compliant"", ""compliant""]",0.8,compliant,True,0.8283458892191332,0.7190767502474525,0.7,10,1.0,0.05836066306508944
0000444,rule_2,compliant,compliant,"[""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant"", ""compliant""]",1.0,compliant,True,0.5507192609306504,0.5510980184796094,1.0,10,1.0,0.1363447392757861
